学校名,类型,省,市,区县
蕉山乡西蕉山小学,小学,山西省,大同市,广灵县
贾家屯寄宿制小学,小学,山西省,大同市,天镇县
蕉山乡中蕉山村小学校,小学,山西省,大同市,广灵县
青磁窑乡寄宿制小学,小学,山西省,大同市,浑源县
下站小学,小学,山西省,阳泉市,城区
阳泉市北大街小学,小学,山西省,阳泉市,城区
阳泉市实验小学,小学,山西省,阳泉市,城区
洪城河小学,小学,山西省,阳泉市,城区
红岭湾小学校,小学,山西省,阳泉市,矿区
段家背小学,小学,山西省,阳泉市,矿区
新华小学,小学,山西省,阳泉市,城区
郊区实验小学,小学,山西省,阳泉市,郊区
北岭小学,小学,山西省,阳泉市,城区
南大东街小学,小学,山西省,阳泉市,城区
新泉小学,小学,山西省,阳泉市,城区
上站小学,小学,山西省,阳泉市,城区
育才小学,小学,山西省,阳泉市,郊区
刘家垴小学,小学,山西省,阳泉市,矿区
平潭街小学,小学,山西省,阳泉市,矿区
沙台小学,小学,山西省,阳泉市,矿区
东四尺小学,小学,山西省,阳泉市,矿区
黄石板小学,小学,山西省,阳泉市,矿区
南楼小学,小学,山西省,阳泉市,矿区
阳泉矿区马家坪小学,小学,山西省,阳泉市,矿区
巨兴小学,小学,山西省,阳泉市,郊区
朝阳小学,小学,山西省,阳泉市,城区
千亩坪中心小学,小学,山西省,阳泉市,郊区
开发区实验小学,小学,山西省,阳泉市,郊区
阳泉矿区桃南路小学,小学,山西省,阳泉市,矿区
赛鱼小学,小学,山西省,阳泉市,郊区
阳泉郊区小河学校,小学,山西省,阳泉市,郊区
坡头寄宿制小学,小学,山西省,阳泉市,郊区
义井小学,小学,山西省,阳泉市,郊区
盂县第二实验小学,小学,山西省,阳泉市,盂县
义东沟学校,小学,山西省,阳泉市,郊区
魏家峪学校,小学,山西省,阳泉市,郊区
阳泉经济技术开发区王垅学校,小学,山西省,阳泉市,郊区
西河学校,小学,山西省,阳泉市,郊区
小河耀良希望小学,小学,山西省,阳泉市,郊区
小南坑小学,小学,山西省,阳泉市,矿区
平定县第二中学,小学,山西省,阳泉市,平定县
孙家庄中心小学校,小学,山西省,阳泉市,盂县
宋家庄小学,小学,山西省,阳泉市,平定县
北下庄乡中心小学,小学,山西省,阳泉市,盂县
梁家寨小学,小学,山西省,阳泉市,盂县
西吉小学,小学,山西省,阳泉市,盂县
锁簧镇示范小学,小学,山西省,阳泉市,平定县
观沟小学,小学,山西省,阳泉市,盂县
盂县第四实验小学,小学,山西省,阳泉市,盂县
苌池中心小学,小学,山西省,阳泉市,盂县
平定县实验小学,小学,山西省,阳泉市,平定县
南上社小学,小学,山西省,阳泉市,盂县
平定县第三实验小学校,小学,山西省,阳泉市,平定县
实验小学,小学,山西省,阳泉市,盂县
盂县南关小学,小学,山西省,阳泉市,盂县
平定县第二实验小学,小学,山西省,阳泉市,平定县
平定四中小学部,小学,山西省,阳泉市,平定县
龙庄小学,小学,山西省,阳泉市,平定县
闫家沟小学,小学,山西省,阳泉市,盂县
东园小学,小学,山西省,阳泉市,盂县
逸夫实验小学,小学,山西省,阳泉市,盂县
平定县岔口示范小学,小学,山西省,阳泉市,平定县
东回小学,小学,山西省,阳泉市,平定县
盂县第三实验小学,小学,山西省,阳泉市,盂县
程家小学,小学,山西省,阳泉市,平定县
西郊小学,小学,山西省,阳泉市,平定县
西小坪小学,小学,山西省,阳泉市,盂县
兴道中心小学,小学,山西省,阳泉市,盂县
西关学校,小学,山西省,阳泉市,平定县
娘子关镇娘子关联校上董寨学校,小学,山西省,阳泉市,平定县
东庄头小学,小学,山西省,阳泉市,盂县
盂县第五实验小学,小学,山西省,阳泉市,盂县
平定县西回小学校,小学,山西省,阳泉市,平定县
平定县宁艾示范小学,小学,山西省,阳泉市,平定县
南娄中心小学,小学,山西省,阳泉市,盂县
潞城区育才小学,小学,山西省,长治市,潞城区
实验小学,小学,山西省,长治市,潞城区
淮海小学,小学,山西省,长治市,潞州区
长治市实验小学,小学,山西省,长治市,潞州区
友谊小学,小学,山西省,长治市,潞州区
韩店小学,小学,山西省,长治市,上党区
八一路小学,小学,山西省,长治市,潞州区
东街小学,小学,山西省,长治市,潞州区
惠丰小学,小学,山西省,长治市,潞州区
光明小学,小学,山西省,长治市,上党区
新华小学,小学,山西省,长治市,潞州区
长治市潞州区东关小学,小学,山西省,长治市,潞州区
长治市屯留区树人小学,小学,山西省,长治市,屯留区
清华小学,小学,山西省,长治市,潞州区
建东小学,小学,山西省,长治市,潞州区
英雄北路小学,小学,山西省,长治市,潞州区
潞州区英雄街小学,小学,山西省,长治市,潞州区
潞州区长钢小学,小学,山西省,长治市,潞州区
长北小学,小学,山西省,长治市,潞州区
南石槽小学,小学,山西省,长治市,潞州区
长治市潞州区太行东街小学,小学,山西省,长治市,潞州区
长治市屯留区城关小学,小学,山西省,长治市,屯留区
南漳学校,小学,山西省,长治市,长子县
回族逸夫小学,小学,山西省,长治市,潞州区
五一路小学,小学,山西省,长治市,潞州区
梅辉坡小学,小学,山西省,长治市,潞州区
惠丰小学(南校区),小学,山西省,长治市,潞州区
下南街小学,小学,山西省,长治市,潞州区
华丰路小学,小学,山西省,长治市,潞州区
紫坊小学,小学,山西省,长治市,潞州区
潞州区金口学校,小学,山西省,长治市,潞州区
上党区贾掌学校,小学,山西省,长治市,上党区
天脊小学,小学,山西省,长治市,潞城区
潞州区上南街小学,小学,山西省,长治市,潞州区
紫金西街小学,小学,山西省,长治市,潞州区
东街小学,小学,山西省,长治市,长子县
南关小学,小学,山西省,长治市,潞州区
曹庄小学,小学,山西省,长治市,潞城区
潞州区西关小学,小学,山西省,长治市,潞州区
北石槽小学,小学,山西省,长治市,潞州区
南天贡小学,小学,山西省,长治市,潞城区
堠西庄小学,小学,山西省,长治市,潞州区
马厂小学,小学,山西省,长治市,潞州区
东邑小学,小学,山西省,长治市,潞城区
史迥小学,小学,山西省,长治市,潞城区
太行小学,小学,山西省,长治市,襄垣县
五里后学校,小学,山西省,长治市,潞城区
潞城区城关小学,小学,山西省,长治市,潞城区
安琪午拖,小学,山西省,长治市,潞州区
常庄小学,小学,山西省,长治市,潞城区
安居小学,小学,山西省,长治市,潞州区
潞州区实验中学小学部,小学,山西省,长治市,潞州区
长子门小学,小学,山西省,长治市,潞州区
友谊小学(东校区),小学,山西省,长治市,潞州区
黎城县北坊小学,小学,山西省,长治市,黎城县
黎都小学,小学,山西省,长治市,上党区
南董小学,小学,山西省,长治市,上党区
西史寄宿制小学,小学,山西省,长治市,屯留区
中山头小学,小学,山西省,长治市,潞州区
成家川小学,小学,山西省,长治市,潞城区
站前路小学,小学,山西省,长治市,潞州区
店上镇李家庄寄宿制小学,小学,山西省,长治市,潞城区
上党区实验小学,小学,山西省,长治市,上党区
郭道小学,小学,山西省,长治市,沁源县
常村矿小学,小学,山西省,长治市,屯留区
八泉寄宿制小学,小学,山西省,长治市,屯留区
小博士学校,小学,山西省,长治市,上党区
辛安泉寄宿制小学,小学,山西省,长治市,潞城区
黄牛蹄乡辛安小学,小学,山西省,长治市,潞城区
驼坊小学,小学,山西省,长治市,屯留区
长治县北呈小学,小学,山西省,长治市,上党区
梁家庄学校,小学,山西省,长治市,上党区
潞城区东华小学,小学,山西省,长治市,潞城区
马厂镇富村小学,小学,山西省,长治市,潞州区
李村小学,小学,山西省,长治市,潞州区
垂阳小学,小学,山西省,长治市,潞城区
台上中心学校,小学,山西省,长治市,潞州区
正兴小学,小学,山西省,长治市,潞州区
潞城市翟店中心学校,小学,山西省,长治市,潞城区
张店寄宿制小学,小学,山西省,长治市,屯留区
西天贡小学,小学,山西省,长治市,潞城区
王庄煤矿第一小学,小学,山西省,长治市,潞州区
西村小学,小学,山西省,长治市,潞城区
微子镇寄宿制小学,小学,山西省,长治市,潞城区
郝家庄中心小学,小学,山西省,长治市,上党区
潞州区小辛庄学校,小学,山西省,长治市,潞州区
故驿小学,小学,山西省,长治市,潞州区
宋家庄学校,小学,山西省,长治市,上党区
岗头学校,小学,山西省,长治市,屯留区
长治市屯留区城关小学校,小学,山西省,长治市,屯留区
康庄村小学,小学,山西省,长治市,屯留区
河南小学,小学,山西省,长治市,上党区
南呈小学,小学,山西省,长治市,上党区
向阳小学,小学,山西省,长治市,上党区
安平希望小学,小学,山西省,长治市,上党区
西南呈小学,小学,山西省,长治市,上党区
太行外国语学校小学部,小学,山西省,长治市,潞州区
东兴旺小学,小学,山西省,长治市,屯留区
南宋乡东掌小学,小学,山西省,长治市,上党区
红旗小学,小学,山西省,长治市,壶关县
宋庄小学,小学,山西省,长治市,屯留区
司马小学,小学,山西省,长治市,上党区
河湃小学,小学,山西省,长治市,潞城区
店上小学,小学,山西省,长治市,潞城区
南郭学校,小学,山西省,长治市,上党区
长治市屯留区河神庙中心学校,小学,山西省,长治市,屯留区
长治市屯留区乐乐小学,小学,山西省,长治市,屯留区
麟绛小学,小学,山西省,长治市,屯留区
西关小学,小学,山西省,长治市,襄垣县
枣臻学校,小学,山西省,长治市,潞城区
吾元镇三交小学,小学,山西省,长治市,屯留区
河神庙中心小学,小学,山西省,长治市,屯留区
西村寄宿制小学,小学,山西省,长治市,屯留区
城南小学,小学,山西省,长治市,沁源县
西苗小学,小学,山西省,长治市,上党区
杜家河明德小学,小学,山西省,长治市,壶关县
城北小学,小学,山西省,长治市,沁源县
明德小学(振兴路),小学,山西省,长治市,壶关县
吾元镇小学,小学,山西省,长治市,屯留区
常平经济开发区王章小学,小学,山西省,长治市,壶关县
沁县育才小学,小学,山西省,长治市,沁县
沁师附小,小学,山西省,长治市,沁县
壶关实验小学,小学,山西省,长治市,壶关县
潞安小学,小学,山西省,长治市,襄垣县
王庄小学,小学,山西省,长治市,平顺县
乐乐小学,小学,山西省,长治市,屯留区
丰宜镇寄宿制小学,小学,山西省,长治市,屯留区
城关小学,小学,山西省,长治市,武乡县
城关小学,小学,山西省,长治市,黎城县
川底小学,小学,山西省,长治市,平顺县
潞城石窟小学,小学,山西省,长治市,潞城区
马庄小学,小学,山西省,长治市,武乡县
西沟希望小学,小学,山西省,长治市,平顺县
中五井乡中五井小学,小学,山西省,长治市,平顺县
实验小学,小学,山西省,长治市,平顺县
阳光小学,小学,山西省,长治市,平顺县
留村小学,小学,山西省,长治市,平顺县
郭村镇健力宝希望小学,小学,山西省,长治市,沁县
北社斗山希望小学,小学,山西省,长治市,平顺县
东故县小学,小学,山西省,长治市,襄垣县
柏子小学,小学,山西省,长治市,沁源县
平顺县苗庄小学,小学,山西省,长治市,平顺县
北大掌志国希望小学,小学,山西省,长治市,上党区
百草小学,小学,山西省,长治市,沁源县
北李末小学,小学,山西省,长治市,长子县
五一小学,小学,山西省,长治市,武乡县
长子县鹿谷小学校,小学,山西省,长治市,长子县
北耽车小学,小学,山西省,长治市,平顺县
东长井小学,小学,山西省,长治市,壶关县
襄垣县善福中心小学,小学,山西省,长治市,襄垣县
襄垣县城内第二小学校,小学,山西省,长治市,襄垣县
东方红小学,小学,山西省,长治市,壶关县
海尔希望小学,小学,山西省,长治市,武乡县
龙泉镇四家池小学,小学,山西省,长治市,壶关县
北元小学,小学,山西省,长治市,沁源县
耀良希望小学,小学,山西省,长治市,壶关县
石哲镇东村寄宿制小学,小学,山西省,长治市,长子县
平顺县青羊镇中心校,小学,山西省,长治市,平顺县
中五井小学,小学,山西省,长治市,平顺县
邢家庄学校,小学,山西省,长治市,长子县
思源小学,小学,山西省,长治市,平顺县
中五井乡中心校,小学,山西省,长治市,平顺县
红旗小学,小学,山西省,长治市,沁县
上丰小学,小学,山西省,长治市,襄垣县
黎城县赵家山完小,小学,山西省,长治市,黎城县
石窑滩寄宿制小学,小学,山西省,长治市,平顺县
东村小学,小学,山西省,长治市,武乡县
川军抗战纪念小学,小学,山西省,长治市,黎城县
沁源县交口乡官军小学,小学,山西省,长治市,沁源县
太行小学,小学,山西省,长治市,武乡县
迎春小学,小学,山西省,长治市,沁县
壶关八一希望小学,小学,山西省,长治市,壶关县
明德小学,小学,山西省,长治市,沁县
苏店镇义堂小学,小学,山西省,长治市,上党区
沁源县实验小学,小学,山西省,长治市,沁源县
青羊小学,小学,山西省,长治市,平顺县
黄牛蹄乡下黄寄宿制小学,小学,山西省,长治市,潞城区
仁庄小学,小学,山西省,长治市,黎城县
襄垣县第一小学,小学,山西省,长治市,襄垣县
城内小学,小学,山西省,长治市,黎城县
城南完小,小学,山西省,长治市,黎城县
同旺小学,小学,山西省,长治市,长子县
色头小学,小学,山西省,长治市,长子县
岔口文昌寄宿制小学,小学,山西省,长治市,上党区
东关小学(广邯街),小学,山西省,长治市,黎城县
武乡县故县乡连元小学,小学,山西省,长治市,武乡县
古县便民店,小学,山西省,长治市,黎城县
南委泉小学,小学,山西省,长治市,黎城县
源泉小学,小学,山西省,长治市,黎城县
上遥完小,小学,山西省,长治市,黎城县
南里寄宿制小学,小学,山西省,长治市,沁县
汇森光彩中庄希望小学,小学,山西省,长治市,黎城县
松村小学,小学,山西省,长治市,沁县
神北学校,小学,山西省,长治市,壶关县
西井小学,小学,山西省,长治市,黎城县
下良中心小学,小学,山西省,长治市,襄垣县
北李庄学校,小学,山西省,长治市,长子县
古韩镇北关村逸夫小学,小学,山西省,长治市,襄垣县
王村镇第三高级小学,小学,山西省,长治市,襄垣县
沁源县实验小学(河西分校),小学,山西省,长治市,沁源县
韩洪小学,小学,山西省,长治市,沁源县
城西学校(北门街店),小学,山西省,长治市,沁源县
沁源县赤石桥乡中心学校,小学,山西省,长治市,沁源县
壶关县阳光学校,小学,山西省,长治市,壶关县
崇贤寄宿制小学,小学,山西省,长治市,壶关县
韩家沟小学,小学,山西省,长治市,沁源县
李掌小学,小学,山西省,长治市,壶关县
固村小学,小学,山西省,长治市,壶关县
赵家山太行小学,小学,山西省,长治市,黎城县
同昱小学,小学,山西省,长治市,长子县
襄垣开元小学,小学,山西省,长治市,襄垣县
东风小学校,小学,山西省,长治市,沁县
辛安泉镇石梁寄宿制小学,小学,山西省,长治市,潞城区
庄里村小学,小学,山西省,长治市,襄垣县
沁源县聪子峪乡新店上小学,小学,山西省,长治市,沁源县
虒亭小学,小学,山西省,长治市,襄垣县
黄庄学校,小学,山西省,长治市,襄垣县
太行上电希望小学,小学,山西省,长治市,武乡县
王村镇第一高级小学,小学,山西省,长治市,襄垣县
芳岱学校,小学,山西省,长治市,壶关县
丰岩小学,小学,山西省,长治市,襄垣县
大郝沟小学,小学,山西省,长治市,襄垣县
石北乡伟德希望小学,小学,山西省,长治市,武乡县
丰州镇聂村中心小学,小学,山西省,长治市,武乡县
郭村小学,小学,山西省,长治市,沁县
王白烟小学,小学,山西省,长治市,武乡县
故县乡宏艺小学校,小学,山西省,长治市,武乡县
夏店镇范家岭小学,小学,山西省,长治市,襄垣县
李庄小学,小学,山西省,长治市,黎城县
王村镇店上小学,小学,山西省,长治市,襄垣县
王村镇北姚小学,小学,山西省,长治市,襄垣县
太岳希望小学,小学,山西省,长治市,沁源县
羊老岩希望小学,小学,山西省,长治市,平顺县
中共沁源县实验小学支部委员会,小学,山西省,长治市,沁源县
王村镇王村初小,小学,山西省,长治市,襄垣县
新章村八一希望小学,小学,山西省,长治市,沁源县
古韩镇西里完小,小学,山西省,长治市,襄垣县
武乡县太行小学校,小学,山西省,长治市,武乡县
中共武乡县五一小学支部委员会,小学,山西省,长治市,武乡县
中原街小学,小学,山西省,晋城市,城区
凤台小学,小学,山西省,晋城市,城区
晋城市城区东街红星小学,小学,山西省,晋城市,城区
城区二小,小学,山西省,晋城市,城区
晓庄小学,小学,山西省,晋城市,城区
道头小学,小学,山西省,晋城市,城区
晋城东华学校,小学,山西省,晋城市,城区
上辇小学,小学,山西省,晋城市,城区
王台铺矿小学,小学,山西省,晋城市,城区
城南小学,小学,山西省,晋城市,高平市
友谊小学,小学,山西省,晋城市,城区
佳育双语小学,小学,山西省,晋城市,城区
凤巢小学,小学,山西省,晋城市,城区
晋师附小,小学,山西省,晋城市,城区
晋城早期教育双语小学,小学,山西省,晋城市,城区
高平市实验小学,小学,山西省,晋城市,高平市
大张村小学,小学,山西省,晋城市,城区
钟家庄小学,小学,山西省,晋城市,城区
凤鸣小学,小学,山西省,晋城市,城区
晋城市实验小学,小学,山西省,晋城市,城区
城南四小,小学,山西省,晋城市,城区
晋城市城南一小,小学,山西省,晋城市,城区
机关小学,小学,山西省,晋城市,城区
谷堆头小学,小学,山西省,晋城市,城区
郜匠小学,小学,山西省,晋城市,城区
北石店镇南石店小学,小学,山西省,晋城市,城区
苇匠小学,小学,山西省,晋城市,城区
城区三小,小学,山西省,晋城市,城区
回军小学,小学,山西省,晋城市,城区
二圣头村小学校,小学,山西省,晋城市,城区
东方红小学,小学,山西省,晋城市,高平市
汇仟小学,小学,山西省,晋城市,城区
泽州县凤城小学,小学,山西省,晋城市,城区
二圣头小学,小学,山西省,晋城市,城区
凤鸣小学(南校区),小学,山西省,晋城市,城区
颐翠小学,小学,山西省,晋城市,城区
西王台小学,小学,山西省,晋城市,城区
临泽小学,小学,山西省,晋城市,城区
北石店镇小张村小学,小学,山西省,晋城市,城区
山门小学,小学,山西省,晋城市,城区
晋城市城区古书院矿小学校,小学,山西省,晋城市,城区
闫庄小学,小学,山西省,晋城市,城区
东关小学,小学,山西省,晋城市,城区
凤凰山矿小学校,小学,山西省,晋城市,城区
红旗小学,小学,山西省,晋城市,高平市
花园小学,小学,山西省,晋城市,城区
晋城市城区西上庄小学,小学,山西省,晋城市,城区
七岭店小学,小学,山西省,晋城市,城区
西城小学,小学,山西省,晋城市,城区
凤矿小学集团中心校,小学,山西省,晋城市,城区
东南新区学校小学部,小学,山西省,晋城市,城区
北石店镇司徒小学,小学,山西省,晋城市,城区
冯匠小学,小学,山西省,晋城市,城区
晋城师范学校附属小学,小学,山西省,晋城市,城区
晋城市城区凤阳小学,小学,山西省,晋城市,城区
晋城市城区书院小学,小学,山西省,晋城市,城区
龙港镇实验小学,小学,山西省,晋城市,沁水县
景德桥小学,小学,山西省,晋城市,城区
北石店中心小学,小学,山西省,晋城市,城区
南田石村小学,小学,山西省,晋城市,城区
大车渠村小学,小学,山西省,晋城市,城区
阳城县第三小学,小学,山西省,晋城市,阳城县
西河中心学校,小学,山西省,晋城市,阳城县
武家湾学校,小学,山西省,晋城市,陵川县
寺底村小学,小学,山西省,晋城市,城区
芹池镇贾寨中心小学,小学,山西省,晋城市,阳城县
沁水县东关小学,小学,山西省,晋城市,沁水县
晋城市城南三小,小学,山西省,晋城市,城区
枣园小学,小学,山西省,晋城市,泽州县
明星小学,小学,山西省,晋城市,高平市
沁水县西关小学,小学,山西省,晋城市,沁水县
陵川县实验小学,小学,山西省,晋城市,陵川县
礼义镇东街小学,小学,山西省,晋城市,陵川县
牛庄中心小学,小学,山西省,晋城市,高平市
城东明德小学,小学,山西省,晋城市,陵川县
大路沟小学,小学,山西省,晋城市,陵川县
芹池中心小学,小学,山西省,晋城市,阳城县
东关小学,小学,山西省,晋城市,阳城县
白桑中心小学,小学,山西省,晋城市,阳城县
东上庄学校,小学,山西省,晋城市,泽州县
唐庄中心小学,小学,山西省,晋城市,高平市
坪头小学,小学,山西省,晋城市,阳城县
附城镇新庄小学,小学,山西省,晋城市,陵川县
柿庄小学,小学,山西省,晋城市,沁水县
石末中心小学,小学,山西省,晋城市,高平市
渠头小学,小学,山西省,晋城市,泽州县
凤和小学,小学,山西省,晋城市,高平市
米东幼儿园,小学,山西省,晋城市,高平市
泊南中心小学,小学,山西省,晋城市,泽州县
周村小学,小学,山西省,晋城市,泽州县
阳城实验小学,小学,山西省,晋城市,阳城县
南马匠中心小学,小学,山西省,晋城市,泽州县
城内小学,小学,山西省,晋城市,陵川县
平城镇东街小学,小学,山西省,晋城市,陵川县
北留学校,小学,山西省,晋城市,阳城县
南街小学,小学,山西省,晋城市,泽州县
贾庄小学,小学,山西省,晋城市,阳城县
西峪中心小学,小学,山西省,晋城市,泽州县
周村镇中心小学校,小学,山西省,晋城市,泽州县
锡崖沟小学,小学,山西省,晋城市,陵川县
原村小学,小学,山西省,晋城市,高平市
云西小学,小学,山西省,晋城市,高平市
凤城镇下孔完小,小学,山西省,晋城市,阳城县
陈区小学,小学,山西省,晋城市,高平市
演礼中心学校,小学,山西省,晋城市,阳城县
水村小学,小学,山西省,晋城市,阳城县
南马小学校,小学,山西省,晋城市,陵川县
渠头中心小学校,小学,山西省,晋城市,泽州县
桑林完全小学,小学,山西省,晋城市,阳城县
河北镇中心小学,小学,山西省,晋城市,阳城县
东掌学校,小学,山西省,晋城市,陵川县
河西中心小学,小学,山西省,晋城市,高平市
秦家庄乡寄宿制小学,小学,山西省,晋城市,陵川县
沁水县郑庄镇东大小学,小学,山西省,晋城市,沁水县
次营中心小学,小学,山西省,晋城市,阳城县
明德小学,小学,山西省,晋城市,陵川县
东冶完小,小学,山西省,晋城市,阳城县
王报中心小学,小学,山西省,晋城市,高平市
中村小学,小学,山西省,晋城市,沁水县
固隆中心小学,小学,山西省,晋城市,阳城县
岳庄小学,小学,山西省,晋城市,阳城县
杨村明德小学,小学,山西省,晋城市,陵川县
双泉小学,小学,山西省,晋城市,高平市
沁和小学,小学,山西省,晋城市,沁水县
潘庄小学,小学,山西省,晋城市,沁水县
端氏小学,小学,山西省,晋城市,沁水县
町店小学,小学,山西省,晋城市,阳城县
张村小学,小学,山西省,晋城市,沁水县
池下幼儿园-池下明德小学,小学,山西省,晋城市,陵川县
陵川县礼义镇梁泉中心小学,小学,山西省,晋城市,陵川县
东方红小学(集团红旗校区),小学,山西省,晋城市,高平市
晋城经济开发区东吕匠小学,小学,山西省,晋城市,城区
陵川县附城镇城东中心小学校,小学,山西省,晋城市,陵川县
泽州县高都镇北街中心小学校,小学,山西省,晋城市,泽州县
陵川县礼义镇小平寄宿制小学,小学,山西省,晋城市,陵川县
沙上头小学,小学,山西省,晋城市,陵川县
六泉欣欣小学,小学,山西省,晋城市,陵川县
金村镇寺南庄小学,小学,山西省,晋城市,泽州县
保福小学,小学,山西省,晋城市,泽州县
胡底乡寄宿制中心小学,小学,山西省,晋城市,沁水县
米东小学,小学,山西省,晋城市,高平市
建宁乡建北小学,小学,山西省,晋城市,高平市
沁水县龙港镇马邑小学,小学,山西省,晋城市,沁水县
土沃乡土沃中心小学,小学,山西省,晋城市,沁水县
南村中心小学,小学,山西省,晋城市,泽州县
铺头逸夫小学,小学,山西省,晋城市,泽州县
南义城中心小学,小学,山西省,晋城市,泽州县
伯方小学,小学,山西省,晋城市,高平市
天井关小学,小学,山西省,晋城市,泽州县
苇町学校,小学,山西省,晋城市,泽州县
郑庄八一希望小学,小学,山西省,晋城市,沁水县
霍秀小学,小学,山西省,晋城市,泽州县
李家鄢中心小学校,小学,山西省,晋城市,泽州县
大阳东街小学,小学,山西省,晋城市,泽州县
川底中心小学,小学,山西省,晋城市,泽州县
川底中心幼儿园,小学,山西省,晋城市,泽州县
金村镇金村中心小学,小学,山西省,晋城市,泽州县
北郜小学,小学,山西省,晋城市,泽州县
金村镇西蜀村西蜀小学,小学,山西省,晋城市,泽州县
泽州县高都镇泊村中心学校,小学,山西省,晋城市,泽州县
金村镇黄头中心小学校,小学,山西省,晋城市,泽州县
东六庄学校,小学,山西省,晋城市,泽州县
常乐小学,小学,山西省,晋城市,高平市
南村镇北西中心小学,小学,山西省,晋城市,泽州县
仕林苑小学,小学,山西省,晋城市,陵川县
金村镇东蜀中心小学,小学,山西省,晋城市,泽州县
北城办冯庄小学,小学,山西省,晋城市,高平市
凤城镇下芹小学,小学,山西省,晋城市,阳城县
箭头小学,小学,山西省,晋城市,高平市
龙港镇苏庄小学,小学,山西省,晋城市,沁水县
南村镇牛匠小学校,小学,山西省,晋城市,泽州县
郑庄镇王峪村寄宿制小学,小学,山西省,晋城市,沁水县
北城办事处南王庄小学,小学,山西省,晋城市,高平市
翟河底学校,小学,山西省,晋城市,泽州县
陵川县实验小学工会委员会,小学,山西省,晋城市,陵川县
朔城区第九小学,小学,山西省,朔州市,朔城区
朔州市实验小学,小学,山西省,朔州市,朔城区
朔城区第六小学,小学,山西省,朔州市,朔城区
朔州市平鲁区实验小学,小学,山西省,朔州市,平鲁区
朔城区第二小学,小学,山西省,朔州市,朔城区
朔城区第四小学,小学,山西省,朔州市,朔城区
平鲁二小,小学,山西省,朔州市,平鲁区
西家寨小学,小学,山西省,朔州市,平鲁区
怀仁九小,小学,山西省,朔州市,怀仁市
朔城区南关学校,小学,山西省,朔州市,朔城区
朔州市陶村小学,小学,山西省,朔州市,平鲁区
朔州市第二小学校,小学,山西省,朔州市,朔城区
新星学校,小学,山西省,朔州市,朔城区
朔州市第四小学,小学,山西省,朔州市,朔城区
朔州市第五小学,小学,山西省,朔州市,朔城区
朔城区七小,小学,山西省,朔州市,朔城区
朔州市第九小学校,小学,山西省,朔州市,朔城区
朔州连开小学,小学,山西省,朔州市,朔城区
福善庄小学,小学,山西省,朔州市,朔城区
朔州市第三小学,小学,山西省,朔州市,朔城区
平鲁区敬德学校,小学,山西省,朔州市,平鲁区
朔州市双语实验小学,小学,山西省,朔州市,朔城区
朔州市阻虎乡寄宿制学校,小学,山西省,朔州市,平鲁区
朔州市第六小学校,小学,山西省,朔州市,朔城区
朔城区第一小学,小学,山西省,朔州市,朔城区
朔城区福善庄乡小坝学校,小学,山西省,朔州市,朔城区
朔城区第十小学,小学,山西省,朔州市,朔城区
经济开发区实验小学,小学,山西省,朔州市,朔城区
美域小学(建设中),小学,山西省,朔州市,朔城区
朔城区蒙台小学校,小学,山西省,朔州市,朔城区
朝阳小学(建设中),小学,山西省,朔州市,朔城区
朔城区怡西路小学,小学,山西省,朔州市,朔城区
陶村乡寄校,小学,山西省,朔州市,平鲁区
新家园寄宿制小学,小学,山西省,朔州市,怀仁市
怀仁三小,小学,山西省,朔州市,怀仁市
应县八小,小学,山西省,朔州市,应县
山阴县第二小学,小学,山西省,朔州市,山阴县
右玉四小,小学,山西省,朔州市,右玉县
城镇第七小学,小学,山西省,朔州市,怀仁市
河南晋兴新园小学(建设中),小学,山西省,朔州市,朔城区
朔州市第七小学校,小学,山西省,朔州市,朔城区
怀仁华杰小学,小学,山西省,朔州市,怀仁市
国家电网爱心希望小学,小学,山西省,朔州市,应县
朔州市平鲁区第六小学,小学,山西省,朔州市,平鲁区
朔州市高石庄乡寄宿制小学,小学,山西省,朔州市,平鲁区
王选学校,小学,山西省,朔州市,朔城区
怀仁十小南校区,小学,山西省,朔州市,怀仁市
朔城区第八小学,小学,山西省,朔州市,朔城区
北旺庄二小,小学,山西省,朔州市,朔城区
红宇小学,小学,山西省,朔州市,怀仁市
小平易联区祝家庄寄宿制学校,小学,山西省,朔州市,朔城区
大洼小学,小学,山西省,朔州市,朔城区
朔州市双碾乡寄宿制小学,小学,山西省,朔州市,平鲁区
朔州市白堂乡寄宿制小学,小学,山西省,朔州市,平鲁区
怀仁六小,小学,山西省,朔州市,怀仁市
司马泊学校,小学,山西省,朔州市,朔城区
朔城区第五小学,小学,山西省,朔州市,朔城区
怀仁十小,小学,山西省,朔州市,怀仁市
怀仁市第一小学校,小学,山西省,朔州市,怀仁市
马辛庄乡寄宿制小学,小学,山西省,朔州市,怀仁市
应县第五小学校,小学,山西省,朔州市,应县
古城镇小学,小学,山西省,朔州市,山阴县
北周庄小学,小学,山西省,朔州市,山阴县
报喜鸟实验小学,小学,山西省,朔州市,怀仁市
怀仁市城镇第二小学,小学,山西省,朔州市,怀仁市
侨乡学校小学部,小学,山西省,朔州市,怀仁市
朔州市平鲁区第八小学,小学,山西省,朔州市,平鲁区
中巴希望学校,小学,山西省,朔州市,右玉县
南七里寨寄小,小学,山西省,朔州市,怀仁市
怀仁市焦煤矿区小学校,小学,山西省,朔州市,怀仁市
八里庄小学,小学,山西省,朔州市,山阴县
